허가기관명,시군명,용도,세부용도,사업상태,발전소명,소재지도로명주소,소재지지번주소,설비용량(KW),공급전압(V),주파수(Hz),사업허가일자,사업개시예정일자,사업개시일자,소요부지면적(㎡),집광판면적(㎡),위도,경도,설치위치구분,지목,비고,데이터기준일자
가평군,가평군,전기사업용,발전사업용,사업허가,(주)남창파워 태양광발전소,,"경기도 가평군 북면 화악리 산 335-1 , 산336-1",98.55,380,60,2018-06-27,,,2435,,,,임야,임야,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,(주)남창파워 태양광발전소,,"경기도 가평군 북면 화악리 산 335-1 , 산336-1",98.55,380,60,2018-06-27,,,2435,,,,임야,임야,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,180501-이곡1호 솔라 태양광발전소,,경기도 가평군 북면 이곡리 344번지 1호,280,22900,60,2018-06-20,,,2953,,37.88378699,127.5296262,전,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,180501-이곡1호 솔라 태양광발전소,,경기도 가평군 북면 이곡리 344번지 1호,280,22900,60,2018-06-20,,,2953,,,,전,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,180615-이곡6호 솔라 태양광발전소,,"경기도 가평군 북면 이곡리 342 , 339-2, 339-7",150.12,380,60,2018-07-24,,,2575,,,,전,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,180615-이곡6호 솔라 태양광발전소,,"경기도 가평군 북면 이곡리 342 , 339-2, 339-7",150.12,380,60,2018-07-24,,,2575,,,,전,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,B&J 1호 태양광발전소,,"경기도 가평군 설악면 설곡리 산 79 , 154",500,22900,60,2018-04-10,,,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,B&J 1호 태양광발전소,,"경기도 가평군 설악면 설곡리 산 79 , 154",500,22900,60,2018-04-10,,,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,B&J 2호 태양광발전소,,"경기도 가평군 설악면 설곡리 산 79 , 154",500,22900,60,2018-04-10,,,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,B&J 2호 태양광발전소,,"경기도 가평군 설악면 설곡리 산 79 , 154",500,22900,60,2018-04-10,,,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,B&J 3호 태양광발전소,,"경기도 가평군 설악면 설곡리 산 79 , 154, 155",500,22900,60,2018-04-10,,,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,B&J 3호 태양광발전소,,"경기도 가평군 설악면 설곡리 산 79 , 154, 155",500,22900,60,2018-04-10,,,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,허가취소,CHK 태양광발전소,,"경기도 가평군 북면 목동리 237-11 , 107",400,22900,60,2018-06-20,,,5280,,37.91544314,127.5945697,임야,임야,,2022-06-14
가평군,가평군,전기사업용,발전사업용,허가취소,CHK 태양광발전소,,"경기도 가평군 북면 목동리 237-11 , 107",400,22900,60,2018-06-20,,,5280,,37.91544314,127.5945697,임야,임야,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,CRM 태양광발전소,,경기도 가평군 상면 태봉리 142번지,196.56,380,60,2018-10-11,,2019-07-03,2450,,37.81223155,127.338629,,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,CRM 태양광발전소,,경기도 가평군 상면 태봉리 142번지,196.56,380,60,2018-10-11,,2019-07-03,2450,,37.81223155,127.338629,,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,DR에너지1호 태양광발전소,,"경기도 가평군 상면 임초리 산 7-3 산 7-7, 56-8",498,380,60,2018-05-31,,2019-10-24,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,DR에너지1호 태양광발전소,,"경기도 가평군 상면 임초리 산 7-3 산 7-7, 56-8",498,380,60,2018-05-31,,2019-10-24,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,DR에너지2호 태양광발전소,,"경기도 가평군 상면 임초리 산 7-3 (산7-7), 56-8",498,380,60,2018-05-31,,2019-10-24,,,,,임야,", 잡",,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,DR에너지2호 태양광발전소,,"경기도 가평군 상면 임초리 산 7-3 (산7-7), 56-8",498,380,60,2018-05-31,,2019-10-24,,,,,임야,", 잡",,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,DR에너지3호 태양광발전소,,경기도 가평군 상면 임초리 산 7-3,498.76,380,60,2018-05-31,,,,,37.77457162,127.3860397,임야,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,DR에너지3호 태양광발전소,,경기도 가평군 상면 임초리 산 7-3,498.76,380,60,2018-05-31,,,,,37.77457162,127.3860397,임야,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,GS칼텍스 인재개발원 태양광발전소,경기도 가평군 설악면 용문천길 251-56,경기도 가평군 설악면 사룡리 525번지 GS칼텍스청평연구소,19.4,380,60,2018-05-31,,,120,,37.69793284,127.4845162,건축물,대,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,GS칼텍스 인재개발원 태양광발전소,경기도 가평군 설악면 용문천길 251-56,경기도 가평군 설악면 사룡리 525번지 GS칼텍스청평연구소,19.4,380,60,2018-05-31,,,120,,37.69793284,127.4845162,건축물,대,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,GS칼텍스배구단체육관 태양광발전소,경기도 가평군 설악면 용문천길 258,경기도 가평군 설악면 사룡리 543번지 1호 외 10필지,29.97,380,60,2020-01-13,,2019-12-30,154,,37.69535496,127.4840743,건축물,체육용지,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,GS칼텍스배구단체육관 태양광발전소,경기도 가평군 설악면 용문천길 258,경기도 가평군 설악면 사룡리 543번지 1호 외 10필지,29.97,380,60,2020-01-13,,2019-12-30,154,,37.69535496,127.4840743,건축물,체육용지,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,MK 태양광발전소,,"경기도 가평군 상면 임초리 32-30 , 32-5",99.36,380,60,2018-05-16,,2018-08-13,522,,37.77238111,127.3780152,,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,MK 태양광발전소,,"경기도 가평군 상면 임초리 32-30 , 32-5",99.36,380,60,2018-05-16,,2018-08-13,522,,37.77238111,127.3780152,,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,SK가평청평 태양광발전소,경기도 가평군 청평면 구청평로 89,경기도 가평군 청평면 청평리 619-14번지,29.63,380,60,2019-09-10,,2020-02-03,155.03,,37.7351641,127.4146769,건축물,주유소용지,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,SK가평청평 태양광발전소,경기도 가평군 청평면 구청평로 89,경기도 가평군 청평면 청평리 619-14번지,29.63,380,60,2019-09-10,,2020-02-03,155.03,,37.7351641,127.4146769,건축물,주유소용지,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평 노금애발전소,경기도 가평군 조종면 명지산로 594,경기도 가평군 조종면 상판리 60번지,19.8,380,60,2021-04-26,,,,,37.91834477,127.3895496,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,가평 노금애발전소,경기도 가평군 조종면 명지산로 594,경기도 가평군 조종면 상판리 60번지,19.8,380,60,2021-04-26,,,,,37.91834477,127.3895496,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평 시현1호 태양광발전소,,경기도 가평군 북면 목동리 244-1,334,380,60,2018-07-03,,,6583,,37.91736122,127.5911506,전,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,가평 시현1호 태양광발전소,,경기도 가평군 북면 목동리 244-1,334,380,60,2018-07-03,,,6583,,37.91736036,127.5913212,전,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평 이단유 발전소,경기도 가평군 조종면 운악청계로 15,경기도 가평군 조종면 현리 193번지,15.2,380,60,2021-05-14,,,,,37.82407837,127.3432392,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,가평 이단유 발전소,경기도 가평군 조종면 운악청계로 15,경기도 가평군 조종면 현리 193번지,15.2,380,60,2021-05-14,,,,,37.82407837,127.3432392,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,가평 태봉리1 태양광발전소,,경기도 가평군 상면 태봉리 146번지 1호,250,380,60,2018-04-09,,2018-06-20,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평 태봉리1 태양광발전소,,경기도 가평군 상면 태봉리 146번지 1호,250,380,60,2018-04-09,,2018-06-20,,,37.81284001,127.3369283,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,가평 태양광발전소,,,199.68,380,60,2017-07-27,,2019-05-16,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평 태양광발전소,,,199.68,380,60,2017-07-27,,2019-05-16,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평85 태양광발전소,,경기도 가평군 가평읍 하색리 산 57-1,97.2,380,60,2018-06-12,,,1750,,37.8206542,127.475502,,임야,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평85 태양광발전소,,경기도 가평군 가평읍 하색리 산 57-1,97.2,380,60,2018-06-12,,,1750,,37.8206542,127.475502,,임야,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평SJ1호 태양광발전소,경기도 가평군 가평읍 경춘로 1719,경기도 가평군 가평읍 상색리 398번지 1호 412,98.77,380,60,2020-04-08,,2020-07-29,498,,37.79486943,127.476477,건축물,창,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,가평SJ1호 태양광발전소,경기도 가평군 가평읍 경춘로 1719,경기도 가평군 가평읍 상색리 398번지 1호 412,98.77,380,60,2020-04-08,,2020-07-29,498,,37.79486943,127.476477,건축물,창,,2022-06-14
가평군,가평군,전기사업용,발전사업용,허가취소,가평사랑 태양광발전소,경기도 가평군 설악면 미사리로 520-151,경기도 가평군 설악면 미사리 175번지,100.5,380,60,2017-12-14,,,,,37.69294114,127.5443048,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,허가취소,가평사랑 태양광발전소,경기도 가평군 설악면 미사리로 520-151,경기도 가평군 설악면 미사리 175번지,100.5,380,60,2017-12-14,,,,,37.69294114,127.5443048,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평상색발전소,경기도 가평군 가평읍 태봉두밀로 2-29,경기도 가평군 가평읍 상색리 169-14번지,95.48,380,60,2021-03-11,,,,,37.80355071,127.4863571,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평상색발전소,경기도 가평군 가평읍 태봉두밀로 2-29,경기도 가평군 가평읍 상색리 169-14번지,95.48,380,60,2021-03-11,,,,,37.80355071,127.4863571,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평수목원 태양광발전소,경기도 가평군 상면 수목원로 92-44,경기도 가평군 상면 행현리 23-2번지,30.6,380,60,2018-03-30,,2018-08-03,,,37.76928623,127.3643265,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,가평수목원 태양광발전소,경기도 가평군 상면 수목원로 92-44,경기도 가평군 상면 행현리 23-2번지,30.6,380,60,2018-03-30,,2018-08-03,,,37.76928623,127.3643265,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평옥녀봉 태양광발전소,,경기도 가평군 가평읍 마장리 781번지,194.04,380,60,2018-09-19,,2019-01-10,2500,,37.84889517,127.502496,,과수원,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,가평옥녀봉 태양광발전소,,경기도 가평군 가평읍 마장리 781번지,194.04,380,60,2018-09-19,,2019-01-10,2500,,37.84894922,127.5024963,,과수원,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,가평옥녀봉2호 태양광 발전소,,경기도 가평군 가평읍 마장리 781번지,50,380,60,2019-09-19,,,657,,37.84889517,127.502496,기타,과수원,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평옥녀봉2호 태양광 발전소,,경기도 가평군 가평읍 마장리 781번지,50,380,60,2019-09-19,,,657,,37.84894922,127.5024963,기타,과수원,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평정 태양광발전소,,"경기도 가평군 북면 적목리 410-3 , 410-20",499.32,380,60,2018-08-02,,2020-02-14,8941,,37.97449528,127.4209695,,임->잡,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,가평정 태양광발전소,,"경기도 가평군 북면 적목리 410-3 , 410-20",499.32,380,60,2018-08-02,,2020-02-14,8941,,37.97446785,127.4210832,,임->잡,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평청정에너지 태양광발전소,,,99.2,380,60,2017-07-18,,2018-05-02,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평청정에너지 태양광발전소,,,99.2,380,60,2017-07-18,,2018-05-02,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평하늘1호 태양광발전소,경기도 가평군 상면 원흥길 52-21,경기도 가평군 상면 원흥리 243번지 1호 507-2,98.77,380,60,2020-05-04,,,490.7,,37.81913975,127.324491,건축물,"과, 전",,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평하늘1호 태양광발전소,경기도 가평군 상면 원흥길 52-21,경기도 가평군 상면 원흥리 243번지 1호 507-2,98.77,380,60,2020-05-04,,,490.7,,37.81913975,127.324491,건축물,"과, 전",,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,가평하늘2호 태양광발전소1,경기도 가평군 상면 원흥길 52-21,경기도 가평군 상면 원흥리 243번지 1호,97.53,380,60,2020-05-04,,,490.7,,37.81913975,127.324491,건축물,과,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,가평하늘2호 태양광발전소1,경기도 가평군 상면 원흥길 52-21,경기도 가평군 상면 원흥리 243번지 1호,97.53,380,60,2020-05-04,,,490.7,,37.81913975,127.324491,건축물,과,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,가평하늘3호 태양광발전소,경기도 가평군 상면 원흥길 52-21,경기도 가평군 상면 원흥리 243번지 1호,73.46,380,60,2020-05-04,,,334,,37.81913975,127.324491,건축물,과,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,가평하늘3호 태양광발전소,경기도 가평군 상면 원흥길 52-21,경기도 가평군 상면 원흥리 243번지 1호,73.46,380,60,2020-05-04,,,334,,37.81913975,127.324491,건축물,과,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,가평현 태양광발전소,,"경기도 가평군 북면 적목리 410-2 , 410-15",397,380,60,2018-07-27,,2020-02-14,4323,,37.97418878,127.4210247,,전->잡,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,가평현 태양광발전소,,"경기도 가평군 북면 적목리 410-2 , 410-15",397,380,60,2018-07-27,,2020-02-14,4323,,37.97401639,127.4213652,,전->잡,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,경민 태양광발전소,경기도 가평군 조종면 연인산로 45-154,경기도 가평군 조종면 신하리 434-1번지,16,380,60,2017-02-06,,2017-08-09,,,37.82663728,127.3567446,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,경민 태양광발전소,경기도 가평군 조종면 연인산로 45-154,경기도 가평군 조종면 신하리 434-1번지,16,380,60,2017-02-06,,2017-08-09,,,37.82663728,127.3567446,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,경반 태양광발전소,경기도 가평군 가평읍 경반안로116번길 63-75,경기도 가평군 가평읍 경반리 358번지,99.36,380,60,2017-08-16,,2018-06-21,,,37.83850381,127.4864416,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,경반 태양광발전소,경기도 가평군 가평읍 경반안로116번길 63-75,경기도 가평군 가평읍 경반리 358번지,99.36,380,60,2017-08-16,,2018-06-21,,,37.83850381,127.4864416,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,경정숙 태양광발전소,,경기도 가평군 조종면 신상리 248번지 3호,99.36,380,60,2018-09-13,,2019-10-24,838.4,,,,,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,경정숙 태양광발전소,,경기도 가평군 조종면 신상리 248번지 3호,99.36,380,60,2018-09-13,,2019-10-24,838.4,,37.8552285,127.3496186,,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,허가취소,경희 태양광발전소,,경기도 가평군 조종면 대보리 산 300번지 1호,48.3,380,60,2018-02-01,,,,,37.8198429,127.3576189,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,허가취소,경희 태양광발전소,,경기도 가평군 조종면 대보리 산 300번지 1호,48.3,380,60,2018-02-01,,,,,37.8198429,127.3576189,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,허가취소,광명 태양광발전소,경기도 가평군 설악면 미사리로 520-151,경기도 가평군 설악면 미사리 175번지,100.5,380,60,2017-12-14,,,,,37.69294114,127.5443048,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,허가취소,광명 태양광발전소,경기도 가평군 설악면 미사리로 520-151,경기도 가평군 설악면 미사리 175번지,100.5,380,60,2017-12-14,,,,,37.69294114,127.5443048,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,광원 태양광발전소,경기도 가평군 설악면 한서로 354,경기도 가평군 설악면 위곡리 186-8번지,27,380,60,2017-11-01,,2018-01-22,,,37.67180075,127.5279179,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,광원 태양광발전소,경기도 가평군 설악면 한서로 354,경기도 가평군 설악면 위곡리 186-8번지,27,380,60,2017-11-01,,2018-01-22,,,37.67180075,127.5279179,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,광호태양광발전소1호,,경기도 가평군 청평면 상천리 409번지,99.2,380,60,2016-01-11,,2016-05-25,,,37.77729364,127.4567467,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,광호태양광발전소1호,,경기도 가평군 청평면 상천리 409번지,99.2,380,60,2016-01-11,,2016-05-25,,,37.77729364,127.4567467,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,그린필드 태양광발전소,경기도 가평군 조종면 연인산로 45-238,경기도 가평군 조종면 신하리 396-4번지,478.04,380,60,2019-09-02,,2019-11-25,1547,,37.83176668,127.357496,건축물,"전, 답, 하천",,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,그린필드 태양광발전소,경기도 가평군 조종면 연인산로 45-238,경기도 가평군 조종면 신하리 396-4번지,478.04,380,60,2019-09-02,,2019-11-25,1547,,37.83176668,127.357496,건축물,"전, 답, 하천",,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,금강 태양광발전소,경기도 가평군 상면 원흥길 146-77,경기도 가평군 상면 원흥리 573번지,43.2,220,60,2017-11-01,,2018-05-03,,,37.81276771,127.3129519,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,금강 태양광발전소,경기도 가평군 상면 원흥길 146-77,경기도 가평군 상면 원흥리 573번지,43.2,220,60,2017-11-01,,2018-05-03,,,37.81276771,127.3129519,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,금봉 태양광발전소,,경기도 가평군 상면 원흥리 276번지 1호,99.36,380,60,2019-02-21,,2019-05-08,1325,,,,,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,금봉 태양광발전소,,경기도 가평군 상면 원흥리 276번지 1호,99.36,380,60,2019-02-21,,2019-05-08,1325,,37.81581774,127.3255736,,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,김영옥 태양광발전소,경기도 가평군 조종면 운악청계로491번길 94-20,경기도 가평군 조종면 신상리 253번지,99.6,380,60,2020-03-09,,2020-04-07,480,,37.85525136,127.3474701,건축물,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,김영옥 태양광발전소,경기도 가평군 조종면 운악청계로491번길 94-20,경기도 가평군 조종면 신상리 253번지,99.6,380,60,2020-03-09,,2020-04-07,480,,37.85543174,127.3475607,건축물,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,나래1호 태양광발전소,,경기도 가평군 북면 적목리 410-24,94.16,380,60,2021-06-02,,,,,37.9748291,127.4208349,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,나래1호 태양광발전소,,경기도 가평군 북면 적목리 410-24,94.16,380,60,2021-06-02,,,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,농가참여형 태양광발전소,,,73.13,380,60,2017-03-20,,2017-07-05,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,농가참여형 태양광발전소,,,73.13,380,60,2017-03-20,,2017-07-05,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,허가취소,대금산 태양광발전소,,경기도 가평군 가평읍 두밀리 205번지 1호,125.19,380,60,2018-12-21,,,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,허가취소,대금산 태양광발전소,,경기도 가평군 가평읍 두밀리 205번지 1호,125.19,380,60,2018-12-21,,,,,37.81629053,127.4533057,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,대성 태양광발전소,경기도 가평군 청평면 모꼬지로 118,경기도 가평군 청평면 대성리 572-4번지,29.4,380,60,2020-07-24,,2020-10-27,210,,37.68681036,127.368696,건축물,대,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,대성 태양광발전소,경기도 가평군 청평면 모꼬지로 118,경기도 가평군 청평면 대성리 572-4번지,29.4,380,60,2020-07-24,,2020-10-27,210,,37.68681036,127.368696,건축물,대,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,대옥 제2 태양광발전소,경기도 가평군 설악면 한서로 213-50,경기도 가평군 설악면 위곡리 742번지,71.64,380,60,2018-03-20,,2018-08-02,,,37.67190254,127.5125302,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,대옥 제2 태양광발전소,경기도 가평군 설악면 한서로 213-50,경기도 가평군 설악면 위곡리 742번지,71.64,380,60,2018-03-20,,2018-08-02,,,37.67190254,127.5125302,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,대옥 태양광발전소,경기도 가평군 설악면 한서로 213-50,경기도 가평군 설악면 위곡리 744번지,99.84,380,60,2018-01-12,,2018-05-04,,,37.67190254,127.5125302,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,대옥 태양광발전소,경기도 가평군 설악면 한서로 213-50,경기도 가평군 설악면 위곡리 744번지,99.84,380,60,2018-01-12,,2018-05-04,,,37.67190254,127.5125302,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,대한 태양광발전소,,"경기도 가평군 가평읍 하색리 609-2 , 산57-1",97.2,380,60,2018-06-12,,,1750,,37.82067758,127.4764107,,임->전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,대한 태양광발전소,,"경기도 가평군 가평읍 하색리 609-2 , 산57-1",97.2,380,60,2018-06-12,,,1750,,37.82067758,127.4764107,,임->전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,덕양 태양광 발전소,경기도 가평군 북면 화악산로356번길 85-27,경기도 가평군 북면 소법리 60-5번지,97.2,380,60,2017-12-27,,2020-01-14,,,37.91042809,127.5669026,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,덕양 태양광 발전소,경기도 가평군 북면 화악산로356번길 85-27,경기도 가평군 북면 소법리 60-5번지,97.2,380,60,2017-12-27,,2020-01-14,,,37.91042809,127.5669026,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,동우 태양광 발전소,경기도 가평군 설악면 한서로 376-20,경기도 가평군 설악면 위곡리 192-4번지,184.32,380,60,2017-11-01,,2018-03-05,,,37.66998856,127.5299583,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,동우 태양광 발전소,경기도 가평군 설악면 한서로 376-20,경기도 가평군 설악면 위곡리 192-4번지,184.32,380,60,2017-11-01,,2018-03-05,,,37.66998856,127.5299583,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,사업허가,동제 태양광발전소,경기도 가평군 청평면 소돌말길 158,경기도 가평군 청평면 대성리 149번지,158.1,380,60,2018-06-27,,,2685,,37.73300454,127.3966802,전,전,,2022-06-14
가평군,가평군,전기사업용,발전사업용,사업허가,동제 태양광발전소,경기도 가평군 청평면 소돌말길 158,경기도 가평군 청평면 대성리 149번지,158.1,380,60,2018-06-27,,,2685,,37.73300454,127.3966802,전,전,,2021-06-24
가평군,가평군,전기사업용,발전사업용,허가취소,두밀리 태양광발전소,경기도 가평군 가평읍 태봉두밀로 432-1,경기도 가평군 가평읍 두밀리 212-1번지,99,380,60,2015-10-21,,,,,37.81721583,127.454769,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,허가취소,두밀리 태양광발전소,경기도 가평군 가평읍 태봉두밀로 432-1,경기도 가평군 가평읍 두밀리 212-1번지,99,380,60,2015-10-21,,,,,37.81721583,127.454769,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,디엔디 태양광발전소,,"경기도 가평군 상면 봉수리 101-7 , 10",99.36,380,60,2020-10-12,,2020-12-30,591,,37.84998668,127.288499,건축물,장,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,디엔디 태양광발전소,,"경기도 가평군 상면 봉수리 101-7 , 10",99.36,380,60,2020-10-12,,2020-12-30,591,,37.84998668,127.288499,건축물,장,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,마일1호 태양광발전소,,,97.09,380,60,2017-09-15,,2019-10-24,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,마일1호 태양광발전소,,,97.09,380,60,2017-09-15,,2019-10-24,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,마일2호 태양광발전소,,,97.09,380,60,2017-09-15,,2019-10-24,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,마일2호 태양광발전소,,,97.09,380,60,2017-09-15,,2019-10-24,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,마일3호 태양광발전소,,,97.09,380,60,2017-09-15,,2019-10-24,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,운영중,마일3호 태양광발전소,,,97.09,380,60,2017-09-15,,2019-10-24,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,마일4호 태양광발전소,,,97.09,380,60,2017-09-15,,2019-10-24,,,,,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,운영중,마일4호 태양광발전소,,,97.09,380,60,2017-09-15,,2019-10-24,,,,,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,허가취소,마장 제1 태양광발전소,,경기도 가평군 가평읍 마장리 산 160번지,99.36,380,60,2018-04-27,,,,,37.85348377,127.4975502,,,,2022-06-14
가평군,가평군,전기사업용,발전사업용,허가취소,마장 제1 태양광발전소,,경기도 가평군 가평읍 마장리 산 160번지,99.36,380,60,2018-04-27,,,,,37.85348377,127.4975502,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,허가취소,마장 제2 태양광발전소,,경기도 가평군 가평읍 마장리 산 160번지,99.36,380,60,2018-04-27,,,,,37.85348377,127.4975502,,,,2021-06-24
가평군,가평군,전기사업용,발전사업용,허가취소,마장 제2 태양광발전소,,경기도 가평군 가평읍 마장리 산 160번지,99.36,380,60,2018-04-27,,,,,37.85348377,127.4975502,,,,2022-06-14
