사업완료년도,관리번호,시행상위기관명,시행하위기관명,시공소재지시도명,시공소재지시군구명,시공소재지읍면동명,시공소재지리명,국비(백만원),지방비(백만원),합계사업비(백만원)
2006,경기-00168,경기도,산림환경연구소,경기도,포천,신북,금동,,,114
2006,경기-00167,경기도,산림환경연구소,경기도,광주,남종,이석,,,114
2006,경기-00166,경기도,산림환경연구소,경기도,안성,서운,산평,,,114
2006,경기-00170,경기도,산림환경연구소,경기도,동두천,,하봉암,,,136
2006,경기-00171,경기도,산림환경연구소,경기도,가평,상,행현,,,59
2006,경기-00172,경기도,산림환경연구소,경기도,가평,하,상판,,,117
2006,경기-00174,경기도,산림환경연구소,경기도,포천,이동,도평,,,134
2005,경기-00156,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00157,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00158,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00159,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00160,경기도,산림환경연구소,경기도,양주,장흥,석현,,,217
2005,경기-00161,경기도,산림환경연구소,경기도,양주,장흥,석현,,,217
2005,경기-00162,경기도,산림환경연구소,경기도,양주,장흥,석현,,,217
2005,경기-00163,경기도,산림환경연구소,경기도,양주,장흥,석현,,,196
2005,경기-00164,경기도,산림환경연구소,경기도,양주,장흥,석현,,,196
2005,경기-00165,경기도,산림환경연구소,경기도,양주,장흥,석현,,,196
2005,경기-00155,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00154,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00153,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00152,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00151,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00150,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00149,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00148,경기도,산림환경연구소,경기도,양주,장흥,석현,,,96
2005,경기-00147,경기도,산림환경연구소,경기도,용인,백암,용천,,,142
2005,경기-00146,경기도,산림환경연구소,경기도,연천,신서,도신,,,174
2005,경기-00145,경기도,산림환경연구소,경기도,가평,가평,경반,,,247
2005,경기-00143,경기도,산림환경연구소,경기도,남양주,수동,내방,,,50
2005,경기-00142,경기도,산림환경연구소,경기도,양평,양평,백안,,,131
2005,경기-00141,경기도,산림환경연구소,경기도,안성,양성,미산,,,85
2005,경기-00140,경기도,산림환경연구소,경기도,성남,,상대원,,,112
2005,경기-00139,경기도,산림환경연구소,경기도,안양,만안,안양8,,,300
2005,경기-00144,경기도,산림환경연구소,경기도,포천,내촌,내,,,224
2004,경기-00129,경기도,산림환경연구소,경기도,동두천,,광암,,,69
2004,경기-00130,경기도,산림환경연구소,경기도,용인,포곡,삼계,,,83
2004,경기-00138,경기도,산림환경연구소,경기도,안양,만안,안양9,,,124
2004,경기-00132,경기도,산림환경연구소,경기도,포천,일동,기산,,,144
2004,경기-00133,경기도,산림환경연구소,경기도,연천,연천,옥산,,,103
2004,경기-00128,경기도,산림환경연구소,경기도,광주,도척,상림,,,155
2004,경기-00136,경기도,산림환경연구소,경기도,남양주,화도,녹촌,,,355
2004,경기-00137,경기도,산림환경연구소,경기도,이천,신둔,장동,,,260
2004,경기-00131,경기도,산림환경연구소,경기도,여주,강천,도전,,,83
2004,경기-00135,경기도,산림환경연구소,경기도,가평,하,하판,,,105
2004,경기-00127,경기도,산림환경연구소,경기도,이천,장호원,나래,,,65
2004,경기-00134,경기도,산림환경연구소,경기도,양평,서종,서후,,,149
2003,경기-00125,경기도,산림환경연구소,경기도,남양주,수동,외방,,,110
2003,경기-00126,경기도,산림환경연구소,경기도,가평,북,화악,,,80
2003,경기-00124,경기도,산림환경연구소,경기도,양주,장흥,석현,,,98
2003,경기-00115,경기도,산림환경연구소,경기도,고양,덕양,벽제,,,68
2003,경기-00116,경기도,산림환경연구소,경기도,용인,,호동,,,122
2003,경기-00117,경기도,산림환경연구소,경기도,이천,장호원,어석,,,159
2003,경기-00118,경기도,산림환경연구소,경기도,여주,금사,주록,,,83
2003,경기-00119,경기도,산림환경연구소,경기도,양평,단월,봉상,,,171
2003,경기-00123,경기도,산림환경연구소,경기도,연천,신서,도신,,,70
2003,경기-00122,경기도,산림환경연구소,경기도,연천,연천,동막,,,101
2003,경기-00121,경기도,산림환경연구소,경기도,포천,신북,금동,,,118
2003,경기-00120,경기도,산림환경연구소,경기도,파주,광탄,영장,,,102
2002,경기-00111,경기도,산림환경연구소,경기도,연천,청산,백의,,,68
2002,경기-00109,경기도,산림환경연구소,경기도,남양주,수동,내방,,,75
2002,경기-00104,경기도,산림환경연구소,경기도,용인,모현,동림,,,102
2002,경기-00105,경기도,산림환경연구소,경기도,안성,양성,미산,,,61
2002,경기-00106,경기도,산림환경연구소,경기도,광주,광주,목현,,,96
2002,경기-00112,경기도,산림환경연구소,경기도,연천,연천,부곡,,,130
2002,경기-00108,경기도,산림환경연구소,경기도,양평,청운,도원,,,86
2002,경기-00110,경기도,산림환경연구소,경기도,파주,법원,웅담,,,89
2002,경기-00113,경기도,산림환경연구소,경기도,포천,소흘,고모,,,89
2002,경기-00114,경기도,산림환경연구소,경기도,가평,북,화악,,,108
2002,경기-00107,경기도,산림환경연구소,경기도,여주,산북,하품,,,118
2001,경기-00103,경기도,산림환경연구소,경기도,가평,상,행현,,,80
2001,경기-00102,경기도,산림환경연구소,경기도,포천,이동,도평,,,48
2001,경기-00101,경기도,산림환경연구소,경기도,연천,연천,부곡,,,109
2001,경기-00100,경기도,산림환경연구소,경기도,파주,적성,마지,,,68
2001,경기-00098,경기도,산림환경연구소,경기도,고양,덕양,벽제,,,133
2001,경기-00097,경기도,산림환경연구소,경기도,동두천,,광암,,,96
2001,경기-00096,경기도,산림환경연구소,경기도,양평,서종,정배,,,113
2001,경기-00095,경기도,산림환경연구소,경기도,광주,퇴촌,도수,,,71
2001,경기-00094,경기도,산림환경연구소,경기도,여주,강천,부평,,,76
2001,경기-00093,경기도,산림환경연구소,경기도,김포,월곶,용강,,,55
2001,경기-00092,경기도,산림환경연구소,경기도,안성,금광,상중,,,62
2001,경기-00091,경기도,산림환경연구소,경기도,이천,장호원,선읍,,,72
2001,경기-00090,경기도,산림환경연구소,경기도,용인,원삼,좌항,,,80
2001,경기-00099,경기도,산림환경연구소,경기도,파주,적성,마지,,,80
2000,경기-00088,경기도,산림환경연구소,경기도,연천,연천,고문,,,67
2000,경기-00089,경기도,산림환경연구소,경기도,양평,단월,삼가,,,98
2000,경기-00086,경기도,산림환경연구소,경기도,남양주,수동,외방,,,229
2000,경기-00087,경기도,산림환경연구소,경기도,안성,금광,옥정,,,84
1999,경기-00084,경기도,산림환경연구소,경기도,양주,장흥,삼상,,,121
1999,경기-00085,경기도,산림환경연구소,경기도,용인,원삼,목신,,,92
1999,경기-00079,경기도,산림환경연구소,경기도,파주,파평,늘노,,,80
1999,경기-00078,경기도,산림환경연구소,경기도,파주,적성,객현,,,50
1999,경기-00077,경기도,산림환경연구소,경기도,파주,적성,설마,,,79
1999,경기-00076,경기도,산림환경연구소,경기도,파주,법원,금곡,,,88
1999,경기-00075,경기도,산림환경연구소,경기도,파주,법원,금곡,,,60
1999,경기-00074,경기도,산림환경연구소,경기도,파주,파평,덕천,,,76
1999,경기-00072,경기도,산림환경연구소,경기도,양평,양동,계정,,,79
1999,경기-00073,경기도,산림환경연구소,경기도,양평,양동,계정,,,47
1999,경기-00083,경기도,산림환경연구소,경기도,양주,장흥,석현,,,39
1999,경기-00082,경기도,산림환경연구소,경기도,양주,장흥,석현,,,56
1999,경기-00081,경기도,산림환경연구소,경기도,파주,광탄,기산,,,78
1999,경기-00080,경기도,산림환경연구소,경기도,파주,파평,늘노,,,136
1999,경기-00071,경기도,산림환경연구소,경기도,가평,북,백둔,,,125
1999,경기-00070,경기도,산림환경연구소,경기도,파주,광탄,영장,,,115
1998,경기-00063,경기도,산림환경연구소,경기도,남양주,진접,장현,,,127
1998,경기-00064,경기도,산림환경연구소,경기도,안양,만안,안양8,,,62
1998,경기-00065,경기도,산림환경연구소,경기도,여주,점동,관한,,,86
1998,경기-00066,경기도,산림환경연구소,경기도,광주,남종,삼성,,,85
1998,경기-00067,경기도,산림환경연구소,경기도,연천,신서,대광,,,109
1998,경기-00068,경기도,산림환경연구소,경기도,가평,북,소법,,,138
1998,경기-00069,경기도,산림환경연구소,경기도,안성,삼죽,미장,,,134
1997,경기-00062,경기도,산림환경연구소,경기도,가평,북,목동,,,138
1997,경기-00061,경기도,산림환경연구소,경기도,안성,금광,사흥,,,98
1997,경기-00060,경기도,산림환경연구소,경기도,양평,서종,서후,,,55
1997,경기-00059,경기도,산림환경연구소,경기도,연천,연천,옥산,,,112
1997,경기-00057,경기도,산림환경연구소,경기도,광주,퇴촌,우산,,,149
1997,경기-00056,경기도,산림환경연구소,경기도,여주,점동,당진,,,68
1997,경기-00055,경기도,산림환경연구소,경기도,용인,양지,추계,,,90
1997,경기-00054,경기도,산림환경연구소,경기도,남양주,수동,외방,,,112
1997,경기-00058,경기도,산림환경연구소,경기도,포천,이동,장암,,,111
1996,경기-00053,경기도,산림환경연구소,경기도,양평,용문,신점,,,96
1996,경기-00052,경기도,산림환경연구소,경기도,가평,설악,가일,,,144
1996,경기-00051,경기도,산림환경연구소,경기도,광주,오포,문형,,,60
1996,경기-00050,경기도,산림환경연구소,경기도,여주,강천,도전,,,90
1995,경기-00049,경기도,산림환경연구소,경기도,용인,모현,초부,,,62
1995,경기-00045,경기도,산림환경연구소,경기도,가평,북,화악,,,76
1995,경기-00046,경기도,산림환경연구소,경기도,양평,단월,석산,,,44
1995,경기-00047,경기도,산림환경연구소,경기도,양평,서종,정배,,,77
1995,경기-00044,경기도,산림환경연구소,경기도,파주,적성,장현,,,64
1995,경기-00048,경기도,산림환경연구소,경기도,포천,일동,사직,,,53
1994,경기-00043,경기도,산림환경연구소,경기도,포천,화현,명덕,,,48
1994,경기-00042,경기도,산림환경연구소,경기도,여주,산북,하품,,,48
1994,경기-00041,경기도,산림환경연구소,경기도,남양주,수동,외방,,,64
1993,경기-00037,경기도,산림환경연구소,경기도,광주,남종,삼성,,,50
1993,경기-00038,경기도,산림환경연구소,경기도,남양주,진접,금곡,,,35
1993,경기-00039,경기도,산림환경연구소,경기도,포천,신북,심곡,,,59
1993,경기-00040,경기도,산림환경연구소,경기도,파주,적성,객현,,,34
1992,경기-00036,경기도,산림환경연구소,경기도,남양주,수동,내방,,,37
1992,경기-00035,경기도,산림환경연구소,경기도,양평,옥천,용천,,,37
1991,경기-00034,경기도,산림환경연구소,경기도,파주,적성,설마,,,26
1991,경기-00033,경기도,산림환경연구소,경기도,동두천,,탑동,,,46
1991,경기-00032,경기도,산림환경연구소,경기도,남양주,조안,진중,,,33
1991,경기-00031,경기도,산림환경연구소,경기도,양주,백석,기산,,,45
1991,경기-00030,경기도,산림환경연구소,경기도,여주,산북,하품,,,9
1990,경기-00029,경기도,산림환경연구소,경기도,파주,적성,객현,,,20
1990,경기-00028,경기도,산림환경연구소,경기도,동두천,,탑동,,,29
1990,경기-00027,경기도,산림환경연구소,경기도,용인,수지,고기,,,37
1990,경기-00026,경기도,산림환경연구소,경기도,과천,,갈현,,,21
1990,경기-00025,경기도,산림환경연구소,경기도,성남,,상대원,,,24
1990,경기-00024,경기도,산림환경연구소,경기도,가평,하,하판,,,20
1990,경기-00022,경기도,산림환경연구소,경기도,의정부,,산곡,,,19
1990,경기-00023,경기도,산림환경연구소,경기도,안양,,석수,,,21
1989,경기-00021,경기도,산림환경연구소,경기도,포천,일동,기산,,,23
1989,경기-00020,경기도,산림환경연구소,경기도,포천,일동,기산,,,37
1989,경기-00019,경기도,산림환경연구소,경기도,용인,수지,고기,,,40
1989,경기-00018,경기도,산림환경연구소,경기도,양주,장흥,울대,,,23
1989,경기-00017,경기도,산림환경연구소,경기도,의정부,,산곡,,,26
1989,경기-00016,경기도,산림환경연구소,경기도,양평,강상,대석,,,29
1989,경기-00015,경기도,산림환경연구소,경기도,김포,김포,북변,,,13
1988,경기-00013,경기도,산림환경연구소,경기도,포천,일동,화대,,,26
1988,경기-00014,경기도,산림환경연구소,경기도,파주,적성,객현,,,28
1988,경기-00010,경기도,산림환경연구소,경기도,의정부,,장암,,,36
1988,경기-00012,경기도,산림환경연구소,경기도,과천,,중앙,,,21
1988,경기-00011,경기도,산림환경연구소,경기도,안양,,석수,,,21
1987,경기-00009,경기도,산림환경연구소,경기도,포천,화현,지현,,,19
1987,경기-00008,경기도,산림환경연구소,경기도,안양,,비산,,,35
1987,경기-00007,경기도,산림환경연구소,경기도,안양,,안양3동,,,17
1986,경기-00003,경기도,산림환경연구소,경기도,안양,,석수 2,,,9
1986,경기-00002,경기도,산림환경연구소,경기도,안양,,석수 1,,,29
1986,경기-00005,경기도,산림환경연구소,경기도,안양,,석수,,,6
1986,경기-00006,경기도,산림환경연구소,경기도,수원,장안,상광교,,,20
1986,경기-00004,경기도,산림환경연구소,경기도,안양,,석수 3,,,28
1986,경기-00001,경기도,산림환경연구소,경기도,여주,강천,걸은,,,23

