도로종류,노선명,시설명,시도,시군구,읍면동,리,총길이,총폭,유효폭,높이,교통량,준공년도
고속국도,고속국도451호선,(구)달성터널,대구광역시,달성군,논공읍,본리리,565,9.8,,6.9,19679,1977
고속국도,고속국도55호선,가곡터널(상행선),경상남도,밀양시,가곡동,,376,10,7.5,6,23277,2006
고속국도,고속국도55호선,가곡터널(하행선),경상남도,밀양시,가곡동,,376,10,7.5,6,23277,2006
고속국도,고속국도151호선,가덕터널(공주),충청남도,부여군,옥산면,가덕리,373,10.7,,7.3,10172,2009
고속국도,고속국도151호선,가덕터널(서천),충청남도,부여군,옥산면,가덕리,373,10.7,,7.3,10172,2009
고속국도,고속국도55호선,가산터널(부산),경상북도,칠곡군,가산면,석우리,748,10,,6.7,26463,2000
고속국도,고속국도55호선,가산터널(춘천),경상북도,칠곡군,가산면,석우리,765,10,,6.7,26463,1995
고속국도,고속국도12호선,가야1터널(광주),경상남도,합천군,가야면,성기리,1214,12.8,,8.2,11085,2015
고속국도,고속국도12호선,가야1터널(대구),경상남도,합천군,가야면,성기리,1229,12.8,,8.2,11085,2015
고속국도,고속국도12호선,가야2터널(광주),경상남도,합천군,가야면,성기리,742,12.2,,7.2,11085,2015
고속국도,고속국도12호선,가야2터널(대구),경상남도,합천군,가야면,성기리,750,12.2,,7.2,11085,2015
고속국도,고속국도12호선,가야3터널(광주),경상남도,합천군,가야면,청현리,1692,12.7,,7.3,11085,2015
고속국도,고속국도12호선,가야3터널(대구),경상남도,합천군,가야면,청현리,1684,12.7,,7.3,11085,2015
고속국도,고속국도35호선,가옥터널(통영),전라북도,무주군,무주읍,가옥리,620,11.2,,6.7,12300,2001
고속국도,고속국도35호선,가옥터널(하남),전라북도,무주군,무주읍,가옥리,640,11.2,,6.7,12300,2001
고속국도,고속국도12호선,가조터널(광주),경상남도,거창군,가조면,도리,1573,12.8,,8.2,11085,2015
고속국도,고속국도12호선,가조터널(대구),경상남도,거창군,가조면,도리,1559,12.8,,8.2,11085,2015
고속국도,고속국도65호선,강릉1터널(삼척),강원도,강릉시,옥계면,낙풍리,535,11.2,,7.3,13329,2004
고속국도,고속국도65호선,강릉1터널(속초),강원도,강릉시,옥계면,낙풍리,450,13.8,,8.3,13329,2004
고속국도,고속국도65호선,강릉2터널(삼척),강원도,강릉시,강동면,산성우리,210,11.8,,7.5,12840,2004
고속국도,고속국도65호선,강릉2터널(속초),강원도,강릉시,강동면,산성우리,210,11.8,,7.5,12840,2004
고속국도,고속국도65호선,강릉3터널(삼척),강원도,강릉시,강동면,산성우리,140,11.8,,7.5,12840,2004
고속국도,고속국도65호선,강릉3터널(속초),강원도,강릉시,강동면,산성우리,140,11.8,,7.5,12840,2004
고속국도,고속국도65호선,강릉4터널(삼척),강원도,강릉시,강동면,임곡리,960,11.8,,7.3,12840,2004
고속국도,고속국도65호선,강릉4터널(속초),강원도,강릉시,강동면,산성우리,960,11.9,,7.3,12840,2004
고속국도,고속국도65호선,강릉5터널(삼척),강원도,강릉시,강동면,임곡리,2095,12.7,,7.4,12840,2004
고속국도,고속국도65호선,강릉5터널(속초),강원도,강릉시,강동면,임곡리,2075,12.7,,7.4,12840,2004
고속국도,고속국도45호선,강상1터널(양평),경기도,양평군,강상면,대석리,1323,12.6,,7.3,5692,2012
고속국도,고속국도45호선,강상1터널(창원),경기도,양평군,강상면,대석리,1328,12.6,,7.3,5692,2012
고속국도,고속국도45호선,강상2터널(양평),경기도,양평군,강상면,세월리,1699,12.6,,7.3,5692,2012
고속국도,고속국도45호선,강상2터널(창원),경기도,양평군,강상면,세월리,1697,12.6,,7.3,5692,2012
고속국도,고속국도10호선,강진1터널(순천),전라남도,강진군,성전면,수양리,659,11.5,,7.3,4882,2012
고속국도,고속국도10호선,강진1터널(영암),전라남도,강진군,성전면,수양리,667,11.5,,7.3,4882,2012
고속국도,고속국도10호선,강진2터널(순천),전라남도,강진군,작천면,평기리,685,11.5,,7.3,4882,2012
고속국도,고속국도10호선,강진2터널(영암),전라남도,강진군,작천면,삼당리,675,11.5,,7.3,4882,2012
고속국도,고속국도10호선,강진3터널(순천),전라남도,강진군,작천면,삼당리,1255,12.6,,7.3,4882,2012
고속국도,고속국도10호선,강진3터널(영암),전라남도,강진군,작천면,삼당리,1265,12.6,,7.3,4882,2012
고속국도,고속국도10호선,강진4터널(순천),전라남도,강진군,병영면,삭양리,1260,12.6,,7.3,4882,2012
고속국도,고속국도10호선,강진4터널(영암),전라남도,강진군,병영면,삭양리,1270,12.6,,7.3,4882,2012
고속국도,고속국도50호선,강천터널(강릉),경기도,여주시,강천면,강천리,338,10,,6.7,20826,1994
고속국도,고속국도50호선,강천터널(인천),경기도,여주시,강천면,강천리,329,14.3,,8.2,20826,2011
고속국도,고속국도65호선,강현1터널(삼척),강원도,양양군,강현면,,140,11.6,,8.5,9886,2016
고속국도,고속국도65호선,강현1터널(속초),강원도,양양군,강현면,,140,11.6,,8.5,9886,2016
고속국도,고속국도65호선,강현2터널(삼척),강원도,양양군,강현면,,50,7.2,7.2,5.5,9886,2016
고속국도,고속국도65호선,강현2터널(속초),강원도,양양군,강현면,,50,11.6,,5.5,9886,2016
고속국도,고속국도130호선,개화터널(상),서울특별시,강서구,개화동,,634.5,13.6,11.1,8,18486,2016
고속국도,고속국도130호선,개화터널(하),서울특별시,강서구,개화동,,630,13.6,11.1,8,18486,2000
고속국도,고속국도17호선,견달산터널(문산),경기도,고양시,문봉동,,303,12.8,12.8,7.4,36694,2020
고속국도,고속국도17호선,견달산터널(서울),경기도,고양시,식사동,,308,12.8,12.8,7.4,36694,2020
고속국도,고속국도1호선,경주터널(부산),경상북도,경주시,서면,도계리,185,13.6,,8.4,26689,2018
고속국도,고속국도1호선,경주터널(서울0),경상북도,경주시,서면,도계리,135,9,,6.9,26689,1969
고속국도,고속국도1호선,경주터널(서울1),경상북도,경주시,서면,도계리,152,8.2,,6.6,26689,1969
고속국도,고속국도171호선,고기터널(서울),경기도,용인시,동천동,,895,13.3,10.5,8,66531,2009
고속국도,고속국도171호선,고기터널(용인),경기도,용인시,고기동,,890,13.3,10.5,7.9,61744,2009
고속국도,고속국도171호선,고등터널(서울),경기도,성남시,고등동,,538,11,8.5,7,25646,2009
고속국도,고속국도171호선,고등터널(용인),경기도,성남시,고등동,,489,11,8.5,7,25646,2009
고속국도,고속국도45호선,고령1터널(양평),경상북도,고령군,개진면,부리,424,11.5,,7.3,16452,2007
고속국도,고속국도45호선,고령1터널(창원),경상북도,고령군,개진면,부리,487,11.5,,7.3,16452,2007
고속국도,고속국도45호선,고령2터널(양평),경상북도,고령군,성산면,오곡리,260,11.6,,7.3,16452,2007
고속국도,고속국도45호선,고령2터널(창원),경상북도,고령군,성산면,오곡리,260,11.6,,7.3,16452,2007
고속국도,고속국도45호선,고령3터널(양평),경상북도,고령군,성산면,오곡리,471,11.5,,7.3,16452,2007
고속국도,고속국도45호선,고령3터널(창원),경상북도,고령군,성산면,오곡리,484,11.5,,7.3,16452,2007
고속국도,고속국도45호선,고령4터널(양평),경상북도,고령군,성산면,상용리,516,11.5,,7.3,16532,2007
고속국도,고속국도45호선,고령4터널(창원),경상북도,고령군,성산면,상용리,499,11.5,,7.3,16532,2007
고속국도,고속국도12호선,고령터널(광주),경상북도,고령군,고령읍,장기리,555,10.7,,7.3,13410,2015
고속국도,고속국도171호선,고산터널(서울),경기도,성남시,고등동,,620,13.4,10.5,8,31073,2009
고속국도,고속국도171호선,고산터널(용인),경기도,성남시,고등동,,554,13.4,10.5,8,31073,2009
고속국도,고속국도35호선,고성1터널(통영),경상남도,고성군,영현면,신분리,1192,12.2,,7.2,10501,2005
고속국도,고속국도35호선,고성1터널(하남),경상남도,고성군,영현면,신분리,1192,12.1,,7.2,10501,2005
고속국도,고속국도35호선,고성2터널(통영),경상남도,고성군,영현면,신분리,1736,12,,7.2,10501,2005
고속국도,고속국도35호선,고성2터널(하남),경상남도,고성군,영현면,신분리,1781,12,,7.3,10501,2005
고속국도,고속국도35호선,고성3터널(통영),경상남도,고성군,대가면,송계리,852,12.7,,7,10966,2005
고속국도,고속국도35호선,고성3터널(하남),경상남도,고성군,대가면,송계리,832,12.7,,7,10966,2005
고속국도,고속국도55호선,고정1터널(상행선),경상남도,밀양시,산외면,엄광리,1142,10.1,7.5,6,22514,2006
고속국도,고속국도55호선,고정1터널(하행선),경상남도,밀양시,상동면,가곡리,1118,10.1,7.5,6,22514,2006
고속국도,고속국도55호선,고정2터널(상행선),경상남도,밀양시,상동면,가곡리,1060,10.1,7.5,6,22514,2006
고속국도,고속국도55호선,고정2터널(하행선),경상남도,밀양시,상동면,고정리,1060,10.1,7.5,6,22514,2006
고속국도,고속국도55호선,고정3터널(상행선),경상남도,밀양시,상동면,고정리,655,10,7.5,6,22514,2006
고속국도,고속국도55호선,고정3터널(하행선),경상남도,밀양시,상동면,고정리,655,10,7.5,6,22514,2006
고속국도,고속국도253호선,고창터널(고창),전라북도,고창군,고수면,은사리,319,11.4,,7.3,10362,2007
고속국도,고속국도253호선,고창터널(담양),전라북도,고창군,고수면,은사리,568,11.4,,7.3,10362,2007
고속국도,고속국도10호선,고흥터널(순천),전라남도,고흥군,동강면,한천리,950,11.5,,7.3,8142,2012
고속국도,고속국도10호선,고흥터널(영암),전라남도,고흥군,동강면,한천리,930,11.5,,7.3,8142,2012
고속국도,고속국도52호선,곤지암1터널(상),경기도,광주시,곤지암읍,오향리,881,11.6,9.2,7.2,28346,2016
고속국도,고속국도52호선,곤지암1터널(하),경기도,광주시,곤지암읍,열미리,896,11.6,9.2,7.2,28346,2016
고속국도,고속국도52호선,곤지암2터널(상),경기도,광주시,곤지암읍,장심리,1596,12.5,9.2,7.3,28346,2016
고속국도,고속국도52호선,곤지암2터널(하),경기도,광주시,곤지암읍,오향리,1601,12.5,9.2,7.3,28346,2016
고속국도,고속국도52호선,곤지암3터널(상),경기도,광주시,곤지암읍,유사리,745,11.6,9.2,7.2,26153,2016
고속국도,고속국도52호선,곤지암3터널(하),경기도,광주시,곤지암읍,건업리,735,11.6,9.2,7.2,28346,2016
고속국도,고속국도20호선,곰티터널(익산),전라북도,완주군,소양면,신촌리,2281,12.4,,7.3,8175,2007
고속국도,고속국도20호선,곰티터널(장수),전라북도,완주군,소양면,신촌리,2307,12.6,,7.6,8175,2007
고속국도,고속국도45호선,공검터널(양평),경상북도,상주시,공검면,화동리,406,11.2,,7.3,24813,2003
고속국도,고속국도45호선,공검터널(창원),경상북도,상주시,공검면,화동리,406,11.2,,7.3,24813,2003
고속국도,고속국도55호선,공근터널(부산),강원도,횡성군,공근면,매곡리,670,10,,6.7,12170,2001
고속국도,고속국도55호선,공근터널(춘천),강원도,횡성군,공근면,매곡리,635,10,,6.7,12170,2001
고속국도,고속국도105호선,관동터널(김해),경상남도,김해시,관동동,,345,11.6,9.1,6.4,18980,2017
고속국도,고속국도105호선,관동터널(신항),경상남도,김해시,대청동,,345,11.6,9.1,6.4,18980,2017
고속국도,고속국도27호선,관촌1터널(순천),전라북도,임실군,관촌면,덕천리,469,11.5,,7.3,14563,2010
고속국도,고속국도27호선,관촌1터널(완주),전라북도,임실군,관촌면,덕천리,492,11.5,,7.3,14563,2010
고속국도,고속국도27호선,관촌2터널(순천),전라북도,임실군,관촌면,덕천리,420,11.5,,7.3,14563,2010
고속국도,고속국도27호선,관촌2터널(완주),전라북도,임실군,관촌면,덕천리,401,11.5,,7.3,14563,2010
고속국도,고속국도50호선,광교터널(강릉0),경기도,수원시,장안동,,522,13.6,,8.3,82280,2001
고속국도,고속국도50호선,광교터널(강릉1),경기도,수원시,하광교동,,499,11.6,,7.3,82280,2013
고속국도,고속국도50호선,광교터널(인천0),경기도,수원시,장안동,,495,10,,6.7,82280,1991
고속국도,고속국도50호선,광교터널(인천1),경기도,수원시,장안동,,502,10,,6.7,82280,1991
고속국도,고속국도110호선,광명터널(성남),경기도,광명시,소하동,,888,13.6,,8.3,64102,1995
고속국도,고속국도110호선,광명터널(인천),경기도,광명시,소하동,,912,13.6,,8.3,64102,1995
고속국도,고속국도100호선,광암터널(구리),경기도,하남시,광암동,,726,17.6,,10,81126,2002
고속국도,고속국도100호선,광암터널(판교1),경기도,하남시,광암동,,743,10,,6.7,81126,1991
고속국도,고속국도100호선,광암터널(판교2),경기도,하남시,광암동,,752,10,,6.7,81126,1991
고속국도,고속국도10호선,광양터널(부산),전라남도,광양시,광양읍,죽림리,270,10,,6.7,15131,1992
고속국도,고속국도10호선,광양터널(순천),전라남도,광양시,광양읍,죽림리,240,10,,6.7,15131,1992
고속국도,고속국도37호선,광지원터널(이천),경기도,광주시,중부면,광지원리,520,11.2,,7.3,39862,2001
고속국도,고속국도37호선,광지원터널(하남),경기도,광주시,중부면,광지원리,526,11.2,,7.3,39862,2001
고속국도,고속국도60호선,광판터널(서울),강원도,춘천시,남산면,광판리,278,11.6,,7.3,25012,2009
고속국도,고속국도60호선,광판터널(양양),강원도,춘천시,남산면,광판리,358,11.6,,7.3,25012,2009
고속국도,고속국도27호선,구례1터널(순천),전라남도,구례군,구례면,신월리,1655,12.7,,7.3,11885,2011
고속국도,고속국도27호선,구례1터널(완주),전라남도,구례군,구례면,신월리,1625,12.7,,7.3,11885,2011
고속국도,고속국도27호선,구례2터널(순천),전라남도,구례군,구례면,백련리,1311,12.7,,7.3,11885,2011
고속국도,고속국도27호선,구례2터널(완주),전라남도,구례군,구례읍,산성리,1313,12.7,,7.3,11885,2011
고속국도,고속국도29호선,구리터널(구리),서울특별시,중랑구,망우동,,3483.5,14.9,14,7.8,28404,2017
고속국도,고속국도29호선,구리터널(포천),경기도,구리시,교문동,,3605,14.9,14,14.9,28404,2017
고속국도,고속국도17호선,구봉산터널(광명),경기도,군포시,도마교동,,980,7.2,7.2,4.8,42911,2016
고속국도,고속국도17호선,구봉산터널(수원),경기도,군포시,도마교동,,965,7.2,7.2,4.8,42911,2016
고속국도,고속국도300호선,구봉터널(산내),대전광역시,서구,관저동,,786,10,,6.7,20512,2000
고속국도,고속국도300호선,구봉터널(서대전),대전광역시,서구,관저동,,795,10,,6.7,20512,2000
고속국도,고속국도300호선,구완터널(산내),대전광역시,중구,구완동,,622,10,,6.7,16364,2000
고속국도,고속국도300호선,구완터널(서대전),대전광역시,중구,구완동,,622,10,,6.7,16364,2000
고속국도,고속국도55호선,군위터널(부산),경상북도,구미시,장천면,오로리,610,10,,6.7,20970,2000
고속국도,고속국도301호선,군위터널(상주방향) (3공구),경상북도,구미시,도개면,다곡리,930,13.5,13.4,4.8,15339,2017
고속국도,고속국도301호선,군위터널(영천방향) (3공구),경상북도,구미시,도개면,다곡리,930,13.5,13.4,4.8,15339,2017
고속국도,고속국도55호선,군위터널(춘천),경상북도,구미시,장천면,오로리,468,10,,6.7,20970,1995
고속국도,고속국도60호선,군자1터널(서울),강원도,춘천시,동산면,군자리,511,11.6,,7.3,17392,2009
고속국도,고속국도60호선,군자1터널(양양),강원도,춘천시,동산면,군자리,474,11.6,,7.3,17392,2009
고속국도,고속국도60호선,군자2터널(서울),강원도,춘천시,동산면,군자리,915,11.6,,7.3,20023,2009
고속국도,고속국도60호선,군자2터널(양양),강원도,춘천시,동산면,군자리,885,11.6,,7.3,17392,2009
고속국도,고속국도105호선,굴암터널(김해),경상남도,창원시 진해구,대장동,,3285,12.6,9.2,7.1,6362,2017
고속국도,고속국도105호선,굴암터널(신항),경상남도,김해시,관동동,,3308,12.6,9.2,7.1,18980,2017
고속국도,고속국도55호선,굴지터널(부산),강원도,홍천군,북방면,굴지리,648,10,,6.7,12911,1995
고속국도,고속국도55호선,굴지터널(춘천),강원도,홍천군,북방면,굴지리,710,10,,6.7,12911,1995
고속국도,고속국도65호선,귀운터널(삼척),강원도,동해시,귀운동,,290,11.6,,7.3,7194,2016
고속국도,고속국도65호선,귀운터널(속초),강원도,동해시,귀운동,,305,11.6,,7.3,7194,2016
고속국도,고속국도65호선,근덕터널(삼척),강원도,삼척시,근덕면,상맹방리,2558,12.7,,7.2,3727,2016
고속국도,고속국도65호선,근덕터널(속초),강원도,삼척시,근덕면,상맹방리,2473,12.7,,7.2,3727,2016
고속국도,고속국도40호선,금광1터널(제천),경기도,안성시,금광면,개산리,806,11.8,,7.5,26618,2008
고속국도,고속국도40호선,금광1터널(평택),경기도,안성시,금광면,개산리,802,11.8,,7.5,26618,2008
고속국도,고속국도40호선,금광2터널(제천),경기도,안성시,금광면,오산리,369,11.8,,7.5,26618,2008
고속국도,고속국도40호선,금광2터널(평택),경기도,안성시,금광면,오산리,380,11.8,,7.5,26618,2008
고속국도,고속국도40호선,금광3터널(제천),경기도,안성시,금광면,한운리,457,11.8,,7.5,26618,2008
고속국도,고속국도40호선,금광3터널(평택),경기도,안성시,금광면,옥정리,498,11.8,,7.5,26618,2008
고속국도,고속국도60호선,금남터널(서울),경기도,남양주시,화도읍,금남리,680,11.6,,7.3,32429,2009
고속국도,고속국도60호선,금남터널(양양),경기도,남양주시,화도읍,금남리,680,11.6,,7.3,32429,2009
고속국도,고속국도55호선,금대1터널(부산),강원도,원주시,판부면,금대리,317,10,,6.7,17110,1999
고속국도,고속국도55호선,금대1터널(춘천),강원도,원주시,판부면,금대리,324,10,,6.7,17110,1995
고속국도,고속국도55호선,금대2터널(부산),강원도,원주시,판부면,금대리,213,10,,6.7,17110,2000
고속국도,고속국도55호선,금대2터널(춘천),강원도,원주시,판부면,금대리,228,10,,6.7,17110,1995
고속국도,고속국도45호선,금사1터널(양평),경기도,여주시,금사면,궁리,378,11.5,,7.3,7736,2012
고속국도,고속국도45호선,금사1터널(창원),경기도,여주시,금사면,궁리,385,11.5,,7.3,7736,2012
고속국도,고속국도45호선,금사2터널(양평),경기도,여주시,금사면,외평리,127,11.5,,7.3,7736,2012
고속국도,고속국도45호선,금사2터널(창원),경기도,여주시,금사면,외평리,168,11.5,,7.3,7736,2012
고속국도,고속국도45호선,금사3터널(양평),경기도,여주시,금사면,외평리,900,11.5,,7.3,5692,2012
고속국도,고속국도45호선,금사3터널(창원),경기도,여주시,금사면,외평리,900,11.5,,7.3,5692,2012
고속국도,고속국도45호선,금사4터널(양평),경기도,여주시,금사면,하호리,257,11.3,,7.3,5692,2012
고속국도,고속국도45호선,금사4터널(창원),경기도,여주시,금사면,하호리,259,11.3,,7.3,5692,2012
고속국도,고속국도45호선,금사5터널(양평),경기도,여주시,금사면,소유리,1890,12.6,,7.3,5692,2012
고속국도,고속국도45호선,금사5터널(창원),경기도,여주시,금사면,소유리,1869,12.6,,7.3,5692,2012
고속국도,고속국도52호선,금사터널(상),경기도,여주시,금사면,도곡리,441,11.6,9.2,7.2,26153,2016
고속국도,고속국도52호선,금사터널(하),경기도,여주시,금사면,주록리,391,11.6,9.2,7.2,26153,2016
고속국도,고속국도40호선,금성터널(제천),충청북도,제천시,청풍면,장선리,4427,10.7,,7.3,9935,2015
고속국도,고속국도40호선,금성터널(평택),충청북도,제천시,청풍면,장선리,4465,10.7,,8.1,9935,2015
고속국도,고속국도600호선,금정산터널(기장),부산광역시,북구,금곡동,,7129,10.8,,8,30404,2017
고속국도,고속국도600호선,금정산터널(창원),부산광역시,북구,금곡동,,7082,10.8,,8,30404,2017
고속국도,고속국도17호선,금촌터널(문산),경기도,파주시,금릉동,,354,10.7,7.2,7.2,26060,2020
고속국도,고속국도17호선,금촌터널(서울),경기도,파주시,아동동,,364,10.7,7.2,7.2,11895,2020
고속국도,고속국도55호선,금호터널(부산),대구광역시,북구,금호동,,660,10,,6.7,32083,1995
고속국도,고속국도55호선,금호터널(춘천),대구광역시,북구,금호동,,670,10,,6.7,32083,1995
고속국도,고속국도60호선,기린1터널(서울),강원도,인제군,기린면,현리,118,12.2,,7.3,15013,2017
고속국도,고속국도60호선,기린1터널(양양),강원도,인제군,기린면,현리,114,12.2,,7.3,15013,2017
고속국도,고속국도60호선,기린2터널(서울),강원도,인제군,기린면,현리,431,15.3,,7.3,15013,2017
고속국도,고속국도60호선,기린2터널(양양),강원도,인제군,기린면,현리,397,11.7,,7.3,15013,2017
고속국도,고속국도60호선,기린3터널(서울),강원도,인제군,기린면,현리,146,12.8,,7.3,15013,2017
고속국도,고속국도60호선,기린3터널(양양),강원도,인제군,기린면,현리,162,12.8,,7.3,15013,2017
고속국도,고속국도60호선,기린4터널(서울),강원도,인제군,기린면,현리,727,11.6,,7.4,15013,2017
고속국도,고속국도60호선,기린4터널(양양),강원도,인제군,기린면,현리,750,11.6,,7.4,15013,2017
고속국도,고속국도60호선,기린5터널(서울),강원도,인제군,기린면,방동리,1148,11.6,,7.4,15013,2017
고속국도,고속국도60호선,기린5터널(양양),강원도,인제군,기린면,방동리,1148,11.6,,7.4,15013,2017
고속국도,고속국도60호선,기린6터널(서울),강원도,인제군,기린면,방동리,2666,11.6,,7.3,15013,2017
고속국도,고속국도60호선,기린6터널(양양),강원도,인제군,기린면,방동리,2665,11.6,,7.3,15013,2017
고속국도,고속국도65호선,기장1터널(부산),부산광역시,기장군,기장읍,서부리,522,12.8,,4.8,27924,2008
고속국도,고속국도65호선,기장1터널(울산),부산광역시,기장군,기장읍,대라리,460,12.8,,4.8,27924,2008
고속국도,고속국도65호선,기장2터널(부산),부산광역시,기장군,기장읍,서부리,265,13.6,,8.4,27924,2008
고속국도,고속국도65호선,기장2터널(울산),부산광역시,기장군,기장읍,서부리,304,13.6,,8.4,27924,2008
고속국도,고속국도171호선,길마재터널(서울),경기도,수원시,이의동,,450,17.3,14.5,9,65756,2009
고속국도,고속국도171호선,길마재터널(용인),경기도,수원시,이의동,,424,17.3,14.5,9,65756,2009
고속국도,고속국도30호선,길안1터널(상주),경상북도,안동시,길안면,만음리,379,12.2,,8.1,6037,2016
고속국도,고속국도30호선,길안1터널(영덕),경상북도,안동시,길안면,만음리,424,12.2,,8.1,6037,2016
고속국도,고속국도30호선,길안2터널(상주),경상북도,안동시,길안면,만음리,781,10.7,,7.3,6037,2016
고속국도,고속국도30호선,길안2터널(영덕),경상북도,안동시,길안면,만음리,830,10.7,,7.3,6037,2016
고속국도,고속국도30호선,길안3터널(상주),경상북도,안동시,길안면,묵계리,1237,10.7,,7.3,6037,2016
고속국도,고속국도30호선,길안3터널(영덕),경상북도,안동시,길안면,묵계리,1246,10.7,,7.3,6037,2016
고속국도,고속국도30호선,길안4터널(상주),경상북도,안동시,길안면,묵계리,600,10.7,,7.3,6037,2016
고속국도,고속국도30호선,길안4터널(영덕),경상북도,안동시,길안면,묵계리,636,10.7,,7.3,6037,2016
고속국도,고속국도45호선,김천1터널(양평),경상북도,김천시,남면,부상리,760,11.5,,7.3,14236,2007
고속국도,고속국도45호선,김천1터널(창원),경상북도,김천시,남면,오봉리,770,11.5,,7.3,14236,2007
고속국도,고속국도45호선,김천2터널(양평),경상북도,김천시,아포읍,대성리,1055,12.4,,7.4,14236,2007
고속국도,고속국도45호선,김천2터널(창원),경상북도,김천시,아포읍,대성리,1045,12.4,,7.4,14236,2007
고속국도,고속국도45호선,김천3터널(양평),경상북도,김천시,아포읍,대성리,1669,12.4,,7.4,14236,2007
고속국도,고속국도45호선,김천3터널(창원),경상북도,김천시,아포읍,대성리,1570,12.4,,7.4,14236,2007
고속국도,고속국도10호선,김해터널(부산),경상남도,김해시,진영읍,하계리,690,17.4,,9.8,46520,2001
고속국도,고속국도10호선,김해터널(순천),경상남도,김해시,진영읍,하계리,643,17.4,,9.8,46520,2001
고속국도,고속국도30호선,나각산터널(상주),경상북도,상주시,낙동면,낙동리,241,13.3,,8.1,4871,2016
고속국도,고속국도30호선,나각산터널(영덕),경상북도,상주시,낙동면,낙동리,241,11.2,,7.2,4871,2016
고속국도,고속국도45호선,낙동터널(양평),경상북도,상주시,낙동면,신상리,370,11.2,,7.3,26580,2001
고속국도,고속국도45호선,낙동터널(창원),경상북도,상주시,낙동면,신상리,400,11.2,,7.3,26580,2001
고속국도,고속국도55호선,남산터널(부산),강원도,홍천군,홍천읍,하오안리,797,10.8,,6.7,11359,2000
고속국도,고속국도55호선,남산터널(춘천),강원도,홍천군,홍천읍,하오안리,840,10.8,,6.7,11359,2000
고속국도,고속국도29호선,남양주터널(구리),경기도,남양주시,별내면,청학리,1255,14.9,14,7.8,34813,2017
고속국도,고속국도29호선,남양주터널(포천),경기도,남양주시,별내면,광전리,1235,15.1,14.2,8.6,34813,2017
고속국도,고속국도65호선,남양터널(삼척),강원도,삼척시,남양동,,380,10.7,,7.3,3727,2016
고속국도,고속국도65호선,남양터널(속초),강원도,삼척시,남양동,,327,10.7,,7.3,3727,2016
고속국도,고속국도12호선,남원터널(광주),전라북도,남원군,대강면,옥택리,1592,12.7,,7.4,6559,2015
고속국도,고속국도12호선,남원터널(대구),전라북도,남원시,대강면,옥택리,1537,12.8,,7.3,6559,2015
고속국도,고속국도55호선,남천터널(상행선),경상북도,경산시,남천면,협석리,870,10,7.5,6,22366,2006
고속국도,고속국도55호선,남천터널(하행선),경상북도,경산시,남천면,협석리,867,10,7.5,6,22366,2006
고속국도,고속국도30호선,내서1터널(영덕),경상북도,상주시,내서면,고곡리,132,12,,8.3,19970,2007
고속국도,고속국도30호선,내서1터널(청주),경상북도,상주시,내서면,고곡리,132,14.6,,8.8,19970,2007
고속국도,고속국도30호선,내서2터널(영덕),경상북도,상주시,내서면,고곡리,470,11.5,,7.3,19970,2007
고속국도,고속국도30호선,내서2터널(청주),경상북도,상주시,내서면,고곡리,418,11.5,,7.3,19970,2007
고속국도,고속국도30호선,내서3터널(영덕),경상북도,상주시,내서면,능암리,500,13.3,,7.3,19970,2007
고속국도,고속국도30호선,내서3터널(청주),경상북도,상주시,내서면,능암리,520,13.3,,7.3,19970,2007
고속국도,고속국도30호선,내서4터널(영덕),경상북도,상주시,내서면,능암리,1335,13.7,,7.3,21496,2007
고속국도,고속국도30호선,내서4터널(청주),경상북도,상주시,내서면,능암리,1370,13.7,,7.3,21496,2007
고속국도,고속국도60호선,내촌1터널(서울),강원도,홍천군,내촌면,와야리,1267,12.6,,7.3,16210,2017
고속국도,고속국도60호선,내촌1터널(양양),강원도,홍천군,내촌면,와야리,1248,12.6,,7.3,16210,2017
고속국도,고속국도60호선,내촌2터널(서울),강원도,홍천군,내촌면,와야리,100,11.2,,8.5,16210,2017
고속국도,고속국도60호선,내촌2터널(양양),강원도,홍천군,내촌면,와야리,100,11.2,,8.5,16210,2017
고속국도,고속국도60호선,내촌3터널(서울),강원도,홍천군,내촌면,물걸리,162,12.8,,7.3,15851,2017
고속국도,고속국도60호선,내촌3터널(양양),강원도,홍천군,내촌면,물걸리,154,12.8,,7.3,15851,2017
고속국도,고속국도60호선,내촌4터널(서울),강원도,홍천군,내촌면,물걸리,358,12.7,,7.3,15851,2017
고속국도,고속국도60호선,내촌4터널(양양),강원도,홍천군,내촌면,물걸리,364,12.7,,7.3,15851,2017
고속국도,고속국도60호선,내촌5터널(서울),강원도,홍천군,내촌면,물걸리,207,11.5,,7.3,15851,2017
고속국도,고속국도60호선,내촌5터널(양양),강원도,홍천군,내촌면,물걸리,205,11.5,,7.3,15851,2017
고속국도,고속국도100호선,노고산1터널(일산),경기도,양주시,장흥면,교현리,2197,17.6,16.7,9.1,84565,2006
고속국도,고속국도100호선,노고산1터널(퇴계원),경기도,양주시,장흥면,삼상리,2177,17.6,16.7,9.1,75781,2006
고속국도,고속국도100호선,노고산2터널(일산),경기도,양주시,장흥면,삼상리,975,17.6,16.7,9.1,75781,2006
고속국도,고속국도100호선,노고산2터널(퇴계원),경기도,양주시,장흥면,삼상리,995,17.6,16.7,9.1,75781,2006
고속국도,고속국도10호선,노동1터널(순천),전라남도,보성군,노동면,용호리,652,11.5,,7.3,5332,2012
고속국도,고속국도10호선,노동1터널(영암),전라남도,보성군,노동면,용호리,614,11.5,,7.3,5332,2012
